x,y
0.000000,2016.000000
1000000.000000,2016.000000
2000000.000000,2016.000000
3000000.000000,2016.000000
4000000.000000,2016.000000
5000000.000000,2016.000000
6000000.000000,2016.000000
7000000.000000,2016.000000
8000000.000000,2016.000000
9000000.000000,2016.000000
10000000.000000,2016.000000
11000000.000000,2016.000000
12000000.000000,2016.000000
13000000.000000,2016.000000
14000000.000000,2016.000000
15000000.000000,2016.000000
16000000.000000,2016.000000
17000000.000000,2016.000000
18000000.000000,2016.000000
19000000.000000,2016.000000
20000000.000000,2016.000000
21000000.000000,2016.000000
22000000.000000,2016.000000
23000000.000000,2016.000000
24000000.000000,2016.000000
25000000.000000,2016.000000
26000000.000000,2016.000000
27000000.000000,2016.000000
28000000.000000,2016.000000
29000000.000000,2016.000000
30000000.000000,2016.000000
31000000.000000,2016.000000
32000000.000000,2017.000000
33000000.000000,2017.000000
34000000.000000,2017.000000
35000000.000000,2017.000000
36000000.000000,2017.000000
37000000.000000,2017.000000
38000000.000000,2017.000000
39000000.000000,2017.000000
40000000.000000,2017.000000
41000000.000000,2017.000000
42000000.000000,2017.000000
43000000.000000,2017.000000
44000000.000000,2017.000000
45000000.000000,2017.000000
46000000.000000,2017.000000
47000000.000000,2017.000000
48000000.000000,2017.000000
49000000.000000,2017.000000
50000000.000000,2017.000000
51000000.000000,2017.000000
52000000.000000,2017.000000
53000000.000000,2017.000000
54000000.000000,2017.000000
55000000.000000,2017.000000
56000000.000000,2017.000000
57000000.000000,2017.000000
58000000.000000,2017.000000
59000000.000000,2017.000000
60000000.000000,2017.000000
61000000.000000,2017.000000
62000000.000000,2017.000000
63000000.000000,2017.000000
64000000.000000,2018.000000
65000000.000000,2018.000000
66000000.000000,2018.000000
67000000.000000,2018.000000
68000000.000000,2018.000000
69000000.000000,2018.000000
70000000.000000,2018.000000
71000000.000000,2018.000000
72000000.000000,2018.000000
73000000.000000,2018.000000
74000000.000000,2018.000000
75000000.000000,2018.000000
76000000.000000,2018.000000
77000000.000000,2018.000000
78000000.000000,2018.000000
79000000.000000,2018.000000
80000000.000000,2018.000000
81000000.000000,2018.000000
82000000.000000,2018.000000
83000000.000000,2018.000000
84000000.000000,2018.000000
85000000.000000,2018.000000
86000000.000000,2018.000000
87000000.000000,2018.000000
88000000.000000,2018.000000
89000000.000000,2018.000000
90000000.000000,2018.000000
91000000.000000,2018.000000
92000000.000000,2018.000000
93000000.000000,2018.000000
94000000.000000,2018.000000
95000000.000000,2019.000000
96000000.000000,2019.000000
97000000.000000,2019.000000
98000000.000000,2019.000000
99000000.000000,2019.000000
100000000.000000,2019.000000
